filmtv_id,title,year,genre,duration,country,avg_vote,critics_vote,public_vote,total_votes,humor,rhythm,effort,tension,erotism,Labels
7340,Treno popolare,1933,27,63,70,7.1,6.89,7.0,22,2,2,1,0,0,4
4665,"Ninì Tirabusciò, la donna che inventò la mossa",1970,27,126,70,5.2,5.2,5.0,22,2,2,0,1,1,4
45836,Qualche nuvola,2011,27,99,70,3.8,4.14,4.0,22,1,2,0,1,0,4
18485,The Winslow Boy,1999,27,110,51,7.5,7.67,7.0,22,1,2,3,1,0,4
4716,Non più di uno,1989,27,100,70,4.9,5.2,5.0,22,2,2,1,1,0,4
79156,The Legend of Barney Thomson,2015,27,93,106,6.0,6.0,6.0,22,1,0,0,1,0,4
22547,The Anniversary Party,2001,27,115,51,5.8,6.0,6.0,22,2,2,0,0,0,4
4094,Malinconico autunno,1958,25,92,70,5.8,4.89,7.0,22,1,2,1,2,1,4
157533,Destination Wedding,2018,27,90,51,5.0,5.0,5.0,22,0,0,0,0,0,4
1513,Chiedi la luna,1991,27,88,70,6.2,5.75,7.0,22,2,2,2,2,1,4
4015,The Gods Must Be Crazy,1981,27,100,83,6.7,6.5,7.0,22,3,3,1,1,1,4
179791,Guida romantica a posti perduti,2020,27,106,70,5.2,5.25,5.0,22,0,0,0,0,0,4
10172,Mazzabubù... quante corna stan quaggiù?,1971,27,91,70,2.8,2.2,3.0,22,1,2,0,0,1,4
23598,Citizen Ruth,1996,27,102,51,7.2,7.75,7.0,22,2,3,1,1,0,4
19474,Mia moglie torna a scuola,1981,27,80,70,3.5,3.0,4.0,22,1,1,0,0,1,4
2897,Frenesia dell'estate,1963,27,100,70,5.9,6.33,6.0,22,2,2,0,0,1,4
8382,In This Our Life,1942,25,97,51,6.8,6.5,7.0,22,0,2,1,2,0,4
28032,The Marriage Circle,1924,27,85,51,8.4,8.14,9.0,22,0,0,0,0,0,4
322,Gli amanti latini,1965,27,96,70,4.0,4.0,4.0,22,1,2,0,0,1,4
6908,Stripes,1981,27,105,51,5.4,4.75,6.0,22,2,2,0,0,1,4
28606,The Perfect Score,2004,27,93,51,5.6,5.6,6.0,22,2,2,1,0,0,4
17307,The Man Who Knew a Little,1997,27,93,51,5.1,4.67,6.0,22,2,2,0,1,0,4
2974,Gambe d'oro,1958,27,109,70,3.8,3.67,4.0,22,1,2,0,0,0,4
150061,Finalmente sposi,2018,27,90,70,3.3,3.33,3.0,22,0,0,0,0,0,4
32781,Big Momma's House 2,2006,27,99,51,4.0,4.0,4.0,22,2,3,0,0,0,4
145675,Le retour du héros,2018,27,90,42,5.8,5.75,6.0,22,0,0,0,0,0,4
144003,Fausto & Furio - Nun potemo perde,2015,27,88,70,2.8,3.0,3.0,22,0,0,0,0,0,4
7204,Topo Galileo,1988,27,98,70,4.4,3.8,5.0,22,2,2,0,1,0,4
7080,Il terribile ispettore,1969,27,95,70,4.6,4.0,5.0,22,1,2,0,0,0,4
86108,The Do Over,2016,27,108,51,5.7,6.0,5.0,22,0,0,0,0,0,4
154591,Crazy Rich Asians,2018,27,120,51,6.0,7.0,5.0,22,0,0,0,0,0,4
3305,Guendalina,1957,27,103,70,7.3,7.2,7.0,22,2,3,2,1,1,4
3464,The Importance of Being Earnest,1952,27,95,95,7.3,7.33,7.0,22,2,2,0,1,0,4
37409,Waitress,2007,27,104,51,5.5,4.8,6.0,22,1,2,0,0,0,4
155951,The Con is On,2018,27,90,51,3.3,3.0,4.0,22,0,0,0,0,0,4
3408,All of Me,1984,27,93,51,6.5,6.8,6.0,22,3,2,0,1,1,4
30914,Alles auf Zucker!,2004,27,90,113,6.3,6.0,7.0,22,2,2,0,0,0,4
28277,Vediamoci chiaro,1984,27,105,70,4.4,3.5,5.0,22,2,2,1,1,1,4
9528,Gole ruggenti,1992,27,104,70,3.0,3.0,3.0,22,1,2,0,0,1,4
15225,Fratelli coltelli,1997,27,95,70,3.1,3.5,3.0,22,1,2,0,0,0,4
38722,Heavy Petting,2007,27,90,51,3.4,3.5,3.0,22,1,2,0,0,0,4
45651,Una donna per la vita,2011,27,107,70,4.4,4.0,5.0,22,1,1,0,0,0,4
11041,Le motorizzate,1963,27,100,70,5.2,4.4,6.0,22,1,2,0,0,0,4
7252,Totò terzo uomo,1951,27,86,70,6.2,5.86,6.0,22,3,2,0,1,0,4
18073,I fobici,1999,27,100,70,4.1,3.5,5.0,22,2,2,0,0,2,4
11161,Franco e Ciccio... ladro e guardia,1970,27,91,70,5.2,5.33,5.0,22,1,2,0,0,0,4
24605,The Banger Sisters,2002,27,94,51,4.8,4.67,5.0,22,2,2,1,0,1,4
4996,The Super,1991,27,89,51,6.2,6.0,6.0,22,3,2,1,1,1,4
11240,Mr. Wonderful,1993,27,98,51,5.0,4.0,6.0,22,1,2,0,1,1,4
5183,Per un pugno nell'occhio,1964,27,100,70,6.0,5.33,7.0,22,1,2,0,0,0,4
41935,Please Give,2010,27,90,51,5.4,5.2,6.0,22,1,2,2,0,0,4
118,The Browning Version,1951,27,90,95,8.4,8.17,9.0,22,0,3,3,2,0,4
73707,"Uno, anzi due",2015,27,88,70,4.3,3.75,5.0,22,2,1,0,0,0,4
65269,Tammy,2014,27,96,51,2.3,2.0,3.0,22,2,2,2,1,0,4
24332,Ma femme est une actrice,2001,27,95,42,5.7,5.14,6.0,22,2,2,0,0,2,4
11214,I 2 sergenti del generale Custer,1965,27,97,70,5.4,5.5,5.0,22,1,2,0,0,0,4
11820,Stefano Quantestorie,1993,27,92,70,6.1,6.13,6.0,22,2,2,1,1,0,4
10072,Tempi nostri (Zibaldone n. 2),1954,27,132,70,5.5,5.0,6.0,21,2,2,0,0,0,4
3125,Giovani mariti,1958,27,90,70,7.1,7.5,7.0,21,2,3,1,1,1,4
6331,Le sei mogli di Barbablù,1950,27,87,70,6.6,6.75,6.0,21,3,2,0,0,0,4
5763,The Bohemian Girl,1936,27,70,51,7.5,8.25,7.0,21,3,3,0,0,0,4
16866,Love and Death on Long Island,1997,27,93,51,7.5,7.5,7.0,21,2,2,1,1,1,4
17435,Tutti a squola,1979,27,95,70,2.9,3.0,3.0,21,1,1,0,0,2,4
7436,L'ultima carrozzella,1943,27,88,70,5.9,5.33,6.0,21,2,2,0,0,0,4
18391,Prestami tua moglie,1980,27,99,70,4.5,4.0,5.0,21,1,2,0,0,1,4
1709,Come rubammo la bomba atomica,1966,27,98,70,5.5,5.0,6.0,21,1,2,0,1,0,4
6188,Lo scatenato,1968,27,93,70,5.1,5.0,5.0,21,1,2,0,1,0,4
14253,L'eredità dello zio buonanima,1974,27,105,70,4.4,3.33,6.0,21,2,2,1,1,0,4
8737,4 marmittoni alle grandi manovre,1974,27,90,70,3.6,2.67,5.0,21,1,2,0,0,0,4
13159,Badkonak e sefid,1995,27,85,122,7.4,8.0,7.0,21,2,2,1,1,0,4
248,Breaking Away,1979,27,101,51,7.3,7.78,7.0,21,2,3,3,1,0,4
1816,Il conte Max,1991,27,83,70,3.3,3.0,4.0,21,1,2,0,0,1,4
3444,L'imbranato,1979,27,88,70,5.2,4.83,6.0,21,1,1,0,0,1,4
6105,Saint Tropez Saint Tropez,1992,27,104,70,3.4,2.6,4.0,21,1,2,0,0,1,4
10647,A Day at the Races,1937,27,109,51,7.8,7.45,8.0,21,3,3,0,0,0,4
41020,World's Greatest Dad,2009,27,99,51,5.2,4.0,6.0,21,2,2,0,0,0,4
