filmtv_id,title,year,genre,duration,country,avg_vote,critics_vote,public_vote,total_votes,humor,rhythm,effort,tension,erotism,Labels
127712,Werk Ohne Autor,2018,4,188,113,6.7,6.5,7.0,96,0,0,0,0,0,5
28284,Robots,2005,9,91,51,6.6,6.63,7.0,96,3,3,0,0,0,5
13374,Duo luo tian shi,1995,4,90,32,8.0,7.79,8.0,96,0,2,0,3,0,5
29401,Mysterious Skin,2004,4,99,51,7.2,6.75,8.0,96,0,0,0,0,0,5
86780,Patriots Day,2016,4,130,51,6.3,6.44,6.0,96,0,0,0,0,0,5
13722,The Innocents,1961,4,105,95,8.3,8.29,8.0,96,1,4,2,4,1,5
1096,Body Heat,1981,14,113,51,7.7,8.31,7.0,96,1,3,2,4,3,5
15910,The Heiress,1949,4,115,51,8.5,8.07,9.0,96,0,2,2,3,0,5
114764,Geumul,2016,4,114,20,7.4,7.21,8.0,96,0,0,0,0,0,5
18185,Kagemusha,1980,4,159,103,8.0,7.89,8.0,96,0,2,4,2,0,5
49784,L'enfant d'en haut,2012,4,97,42,6.9,7.0,7.0,96,1,1,3,3,1,5
19298,Garage Olimpo,1999,4,98,114,7.8,7.88,8.0,96,0,2,4,3,0,5
82397,The Boy,2016,13,97,51,5.0,5.0,5.0,96,0,2,1,2,0,5
42467,Fair Game,2010,14,104,51,5.8,5.58,6.0,96,0,3,3,3,0,5
6912,Stromboli terra di Dio,1949,4,105,70,7.7,7.84,8.0,96,0,3,4,3,0,5
3012,Ordinary People,1980,4,124,51,7.2,7.48,7.0,96,1,2,4,4,1,5
52913,Blood Ties,2013,4,144,42,7.0,7.43,7.0,96,1,2,1,2,1,5
4416,The Draughtsman's Contract,1982,4,103,95,7.7,8.0,7.0,95,1,2,3,3,1,5
147277,Kona fer í stríð,2018,4,101,99,6.9,6.69,7.0,95,0,0,0,0,0,5
20928,The Fox and the Hound,1981,9,83,51,7.1,6.92,7.0,95,1,1,1,1,0,5
43889,Red Riding Hood ,2011,5,99,51,4.0,3.5,4.0,95,1,2,0,3,0,5
41004,Luftslottet som sprängdes ,2009,14,148,84,5.4,4.5,6.0,95,0,2,2,2,1,5
41755,Toki o kakeru shôjo,2006,9,98,103,7.8,8.13,7.0,95,2,3,2,1,0,5
84364,American Pastoral,2016,4,126,51,6.0,6.11,6.0,95,0,0,0,0,0,5
47685,Ice Age: Continental Drift,2012,9,94,51,5.4,5.27,5.0,95,2,2,0,1,0,5
7497,The Howling,1981,13,91,51,7.3,7.47,7.0,95,1,3,1,3,1,5
18590,Stroszek,1977,4,108,113,8.0,8.29,8.0,95,0,1,3,2,0,5
49775,Barbara,2012,4,105,113,6.6,6.68,7.0,95,0,1,4,2,2,5
20330,Under Suspicion,2000,14,111,51,5.1,5.0,5.0,95,0,2,1,1,0,5
157457,Gräns,2018,4,101,84,6.8,6.73,7.0,95,0,0,0,0,0,5
27387,Exorcist: The Beginning,2004,13,114,51,4.8,4.67,5.0,95,0,2,1,2,0,5
15720,Cronaca familiare,1962,4,122,70,7.8,7.8,8.0,95,0,2,3,2,1,5
151091,Beoning,2018,4,148,20,7.2,6.69,8.0,95,0,0,0,0,0,5
19128,Random Hearts,1999,4,129,51,5.8,6.0,6.0,95,0,2,2,2,2,5
78843,Deepwater Horizon,2016,4,92,51,6.3,6.33,6.0,94,0,1,0,1,0,5
39145,Giallo,2009,13,92,51,3.9,4.13,4.0,94,0,2,0,2,1,5
1885,Short Circuit,1986,5,99,51,7.0,7.0,7.0,94,2,3,2,2,0,5
41219,La prima linea,2009,4,96,70,6.3,6.6,6.0,94,1,3,4,4,2,5
13638,La decima vittima,1965,5,90,70,6.8,6.65,7.0,94,2,2,1,0,0,5
5296,Pink Floyd. The Wall,1982,6,95,95,7.0,6.73,7.0,94,0,3,3,1,1,5
10100,Tron,1982,5,96,51,6.9,6.87,7.0,94,0,3,2,3,0,5
